"package","declared","declared_recursive","without_base","without_base_recursive","without_installed","without_installed_recursive","reverse","reverse_recursive","badge_url"
"fst",1,3,1,1,1,1,5,5,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"Fstability",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"fstcore",1,3,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"fsthet",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"FSTpackage",5,13,5,7,3,4,0,0,"https://img.shields.io/badge/dependencies-3/4-green?style=flat"
"ftDK",5,35,5,30,5,30,0,0,"https://img.shields.io/badge/dependencies-5/30-orange?style=flat"
"ftExtra",10,51,10,45,10,45,0,0,"https://img.shields.io/badge/dependencies-10/45-red?style=flat"
"FTICRMS",3,9,2,2,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"ftnonpar",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"fTrading",5,12,3,7,3,5,0,0,"https://img.shields.io/badge/dependencies-3/5-green?style=flat"
"fts",4,8,2,3,2,2,1,1,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"ftsa",11,97,11,87,10,78,4,6,"https://img.shields.io/badge/dependencies-10/78-red?style=flat"
"ftsspec",1,28,1,20,1,19,0,0,"https://img.shields.io/badge/dependencies-1/19-green?style=flat"
"fuel",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"fueleconomy",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"fugeR",2,5,2,3,2,3,0,0,"https://img.shields.io/badge/dependencies-2/3-green?style=flat"
"fugue",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"fullfact",2,96,2,87,2,79,0,0,"https://img.shields.io/badge/dependencies-2/79-green?style=flat"
"fulltext",16,107,16,99,16,94,0,0,"https://img.shields.io/badge/dependencies-16/94-red?style=flat"
"fun",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"funbarRF",3,4,3,3,3,3,0,0,"https://img.shields.io/badge/dependencies-3/3-green?style=flat"
"funchir",1,2,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"FunChisq",4,14,3,9,3,9,0,0,"https://img.shields.io/badge/dependencies-3/9-green?style=flat"
"FunCluster",2,82,2,74,1,64,0,0,"https://img.shields.io/badge/dependencies-1/64-green?style=flat"
"FuncMap",3,6,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"functional",0,0,0,0,0,0,15,15,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"functools",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"funData",7,14,3,8,3,7,2,2,"https://img.shields.io/badge/dependencies-3/7-green?style=flat"
"funest",9,118,9,110,8,98,0,0,"https://img.shields.io/badge/dependencies-8/98-orange?style=flat"
"funFEM",3,12,3,6,2,3,1,1,"https://img.shields.io/badge/dependencies-2/3-green?style=flat"
"fungible",12,18,8,12,6,8,1,1,"https://img.shields.io/badge/dependencies-6/8-orange?style=flat"
"funGp",9,39,8,32,8,31,0,0,"https://img.shields.io/badge/dependencies-8/31-orange?style=flat"
"funHDDC",2,10,2,4,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"funique",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"fUnitRoots",8,16,4,10,4,6,0,0,"https://img.shields.io/badge/dependencies-4/6-green?style=flat"
"funLBM",3,14,2,7,2,4,0,0,"https://img.shields.io/badge/dependencies-2/4-green?style=flat"
"funModeling",15,100,14,92,14,81,0,0,"https://img.shields.io/badge/dependencies-14/81-red?style=flat"
"funneljoin",9,39,8,32,8,30,0,0,"https://img.shields.io/badge/dependencies-8/30-orange?style=flat"
"FunnelPlotR",5,60,5,52,5,47,0,0,"https://img.shields.io/badge/dependencies-5/47-orange?style=flat"
"funnelR",2,54,1,46,1,41,0,0,"https://img.shields.io/badge/dependencies-1/41-green?style=flat"
"funprog",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"funr",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"funrar",3,6,1,1,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"funreg",4,13,3,6,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"FUNTA",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"funtimes",4,18,4,12,4,11,0,0,"https://img.shields.io/badge/dependencies-4/11-green?style=flat"
"furniture",3,36,3,31,3,31,1,1,"https://img.shields.io/badge/dependencies-3/31-green?style=flat"
"furrr",4,10,4,8,4,7,26,41,"https://img.shields.io/badge/dependencies-4/7-green?style=flat"
"fusedest",7,14,4,7,3,5,0,0,"https://img.shields.io/badge/dependencies-3/5-green?style=flat"
"fuser",6,17,6,11,5,8,0,0,"https://img.shields.io/badge/dependencies-5/8-orange?style=flat"
"fusionclust",3,14,1,7,1,4,0,0,"https://img.shields.io/badge/dependencies-1/4-green?style=flat"
"FusionLearn",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"futile.logger",3,4,2,3,2,3,24,45,"https://img.shields.io/badge/dependencies-2/3-green?style=flat"
"futile.options",0,0,0,0,0,0,3,48,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"futile.paradigm",2,5,2,2,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"futility",3,3,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"future",5,6,3,4,3,3,68,134,"https://img.shields.io/badge/dependencies-3/3-green?style=flat"
"future.apply",2,7,2,5,2,4,37,55,"https://img.shields.io/badge/dependencies-2/4-green?style=flat"
"future.BatchJobs",3,36,3,31,3,30,0,0,"https://img.shields.io/badge/dependencies-3/30-green?style=flat"
"future.batchtools",3,32,2,25,2,24,1,1,"https://img.shields.io/badge/dependencies-2/24-green?style=flat"
"future.callr",2,11,2,9,2,8,0,0,"https://img.shields.io/badge/dependencies-2/8-green?style=flat"
"future.tests",5,20,5,13,5,12,0,0,"https://img.shields.io/badge/dependencies-5/12-orange?style=flat"
"futureheatwaves",8,81,8,73,8,68,0,0,"https://img.shields.io/badge/dependencies-8/68-orange?style=flat"
"fuzzr",3,18,3,14,3,14,0,0,"https://img.shields.io/badge/dependencies-3/14-green?style=flat"
"Fuzzy.p.value",1,5,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"FuzzyAHP",2,6,1,1,0,0,1,1,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"fuzzyFDR",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"fuzzyforest",6,61,5,52,5,46,0,0,"https://img.shields.io/badge/dependencies-5/46-orange?style=flat"
"fuzzyjoin",7,37,7,29,7,28,3,3,"https://img.shields.io/badge/dependencies-7/28-orange?style=flat"
"FuzzyLP",3,11,3,6,3,6,0,0,"https://img.shields.io/badge/dependencies-3/6-green?style=flat"
"FuzzyMCDM",1,5,1,2,1,2,0,0,"https://img.shields.io/badge/dependencies-1/2-green?style=flat"
"FuzzyNumbers",4,4,0,0,0,0,8,8,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"FuzzyNumbers.Ext.2",1,5,1,1,1,1,1,1,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"FuzzyR",4,25,2,18,2,18,1,1,"https://img.shields.io/badge/dependencies-2/18-green?style=flat"
"fuzzyRankTests",2,2,0,0,0,0,1,1,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"fuzzyreg",5,9,2,4,2,3,0,0,"https://img.shields.io/badge/dependencies-2/3-green?style=flat"
"fuzzySim",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"FuzzyStatProb",4,8,3,3,3,3,0,0,"https://img.shields.io/badge/dependencies-3/3-green?style=flat"
"FuzzyStatTra",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"FuzzyToolkitUoN",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"fuzzywuzzyR",2,13,2,7,2,5,0,0,"https://img.shields.io/badge/dependencies-2/5-green?style=flat"
"FWDselect",5,15,2,7,1,3,1,1,"https://img.shields.io/badge/dependencies-1/3-green?style=flat"
"fwi.fbp",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"fwsim",2,3,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"fxregime",6,70,4,61,4,53,0,0,"https://img.shields.io/badge/dependencies-4/53-green?style=flat"
"fxtract",7,36,7,31,7,30,0,0,"https://img.shields.io/badge/dependencies-7/30-orange?style=flat"
"fy",4,8,3,4,3,4,1,1,"https://img.shields.io/badge/dependencies-3/4-green?style=flat"
"g.data",0,0,0,0,0,0,1,1,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"G1DBN",2,12,2,6,1,3,1,1,"https://img.shields.io/badge/dependencies-1/3-green?style=flat"
"g2f",3,11,3,5,3,3,0,0,"https://img.shields.io/badge/dependencies-3/3-green?style=flat"
"G2Sd",9,72,6,64,6,59,0,0,"https://img.shields.io/badge/dependencies-6/59-orange?style=flat"
"g3viz",4,26,4,21,4,21,0,0,"https://img.shields.io/badge/dependencies-4/21-green?style=flat"
"GA",11,16,6,10,6,9,25,28,"https://img.shields.io/badge/dependencies-6/9-orange?style=flat"
"GAabbreviate",6,23,2,15,2,12,0,0,"https://img.shields.io/badge/dependencies-2/12-green?style=flat"
"GABi",1,3,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"GACFF",3,3,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"GAD",3,4,2,2,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"GADAG",4,14,4,8,3,5,0,0,"https://img.shields.io/badge/dependencies-3/5-green?style=flat"
"gadget2",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"GaDiFPT",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"GADMTools",19,95,18,87,17,79,0,0,"https://img.shields.io/badge/dependencies-17/79-red?style=flat"
"gafit",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"gaiah",7,35,7,28,7,26,0,0,"https://img.shields.io/badge/dependencies-7/26-orange?style=flat"
"gainML",4,10,2,5,2,5,0,0,"https://img.shields.io/badge/dependencies-2/5-green?style=flat"
"gains",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"GAIPE",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"galts",2,3,2,2,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"gam",3,6,1,3,1,2,14,17,"https://img.shields.io/badge/dependencies-1/2-green?style=flat"
"gama",8,67,7,58,6,51,1,1,"https://img.shields.io/badge/dependencies-6/51-orange?style=flat"
"gamair",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"gambin",6,10,3,5,3,4,0,0,"https://img.shields.io/badge/dependencies-3/4-green?style=flat"
"GAMBoost",1,8,1,2,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"gamboostLSS",7,21,2,13,2,9,2,2,"https://img.shields.io/badge/dependencies-2/9-green?style=flat"
"gamboostMSM",1,21,1,13,1,9,0,0,"https://img.shields.io/badge/dependencies-1/9-green?style=flat"
"gamCopula",14,31,9,22,7,16,0,0,"https://img.shields.io/badge/dependencies-7/16-orange?style=flat"
"GAMens",4,10,3,7,3,6,0,0,"https://img.shields.io/badge/dependencies-3/6-green?style=flat"
"gameofthrones",3,55,3,47,2,42,1,3,"https://img.shields.io/badge/dependencies-2/42-green?style=flat"
"games",4,19,4,12,3,10,0,0,"https://img.shields.io/badge/dependencies-3/10-green?style=flat"
"gamesGA",4,23,1,17,1,17,0,0,"https://img.shields.io/badge/dependencies-1/17-green?style=flat"
"GameTheory",5,13,5,8,5,8,2,2,"https://img.shields.io/badge/dependencies-5/8-orange?style=flat"
"GameTheoryAllocation",2,9,2,4,2,2,1,1,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"gamlr",4,8,1,2,0,0,2,3,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"gamlss",12,15,5,7,2,2,22,23,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"gamlss.add",10,19,5,11,2,3,1,1,"https://img.shields.io/badge/dependencies-2/3-green?style=flat"
"gamlss.cens",4,16,3,8,2,3,1,1,"https://img.shields.io/badge/dependencies-2/3-green?style=flat"
"gamlss.countKinf",3,16,2,8,2,3,0,0,"https://img.shields.io/badge/dependencies-2/3-green?style=flat"
"gamlss.data",0,0,0,0,0,0,1,24,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"gamlss.demo",7,19,3,10,3,5,0,0,"https://img.shields.io/badge/dependencies-3/5-green?style=flat"
"gamlss.dist",5,6,1,1,0,0,25,32,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"gamlss.inf",3,16,2,8,2,3,0,0,"https://img.shields.io/badge/dependencies-2/3-green?style=flat"
"gamlss.mx",5,17,3,9,2,3,0,0,"https://img.shields.io/badge/dependencies-2/3-green?style=flat"
"gamlss.nl",2,16,2,8,1,3,0,0,"https://img.shields.io/badge/dependencies-1/3-green?style=flat"
"gamlss.spatial",9,22,5,14,4,6,0,0,"https://img.shields.io/badge/dependencies-4/6-green?style=flat"
"gamlss.tr",3,16,2,8,2,3,2,2,"https://img.shields.io/badge/dependencies-2/3-green?style=flat"
"gamlss.util",7,17,3,9,3,4,0,0,"https://img.shields.io/badge/dependencies-3/4-green?style=flat"
"gamlssbssn",3,16,3,8,2,3,0,0,"https://img.shields.io/badge/dependencies-2/3-green?style=flat"
"gamm4",4,20,3,12,1,6,6,9,"https://img.shields.io/badge/dependencies-1/6-green?style=flat"
"gamm4.test",8,91,7,82,5,75,0,0,"https://img.shields.io/badge/dependencies-5/75-orange?style=flat"
"gammSlice",3,12,3,5,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"gamreg",6,66,6,57,6,51,0,0,"https://img.shields.io/badge/dependencies-6/51-orange?style=flat"
"gamRR",4,12,2,5,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"gamsel",2,11,2,6,2,3,0,0,"https://img.shields.io/badge/dependencies-2/3-green?style=flat"
"ganalytics",17,62,16,56,16,56,0,0,"https://img.shields.io/badge/dependencies-16/56-red?style=flat"
"GANPA",5,5,1,1,1,1,1,1,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"GANPAdata",0,0,0,0,0,0,1,2,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"gap",0,0,0,0,0,0,4,5,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"gap.datasets",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"GAparsimony",7,8,2,3,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"gapfill",5,64,5,56,5,50,0,0,"https://img.shields.io/badge/dependencies-5/50-orange?style=flat"
"gapminder",1,19,1,15,1,15,1,1,"https://img.shields.io/badge/dependencies-1/15-green?style=flat"
"garchx",1,7,1,2,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"gargle",7,17,6,12,6,12,5,24,"https://img.shields.io/badge/dependencies-6/12-orange?style=flat"
"garray",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"GAS",9,17,8,10,7,8,0,0,"https://img.shields.io/badge/dependencies-7/8-orange?style=flat"
"gaselect",3,5,2,2,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"gasfluxes",7,25,4,16,3,11,0,0,"https://img.shields.io/badge/dependencies-3/11-green?style=flat"
"gastempt",13,81,12,71,11,66,0,0,"https://img.shields.io/badge/dependencies-11/66-red?style=flat"
"gaston",4,11,3,5,3,3,2,2,"https://img.shields.io/badge/dependencies-3/3-green?style=flat"
"gatepoints",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"GauPro",4,7,4,4,4,4,0,0,"https://img.shields.io/badge/dependencies-4/4-green?style=flat"
"gausscov",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"gaussDiff",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"gaussfacts",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"GaussianHMM1d",3,6,2,4,2,3,0,0,"https://img.shields.io/badge/dependencies-2/3-green?style=flat"
"gaussquad",2,4,2,2,2,2,2,2,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"gazepath",5,37,5,30,5,29,0,0,"https://img.shields.io/badge/dependencies-5/29-orange?style=flat"
"gb",2,4,2,2,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"GB2",6,24,5,17,5,12,2,2,"https://img.shields.io/badge/dependencies-5/12-orange?style=flat"
"GB2group",4,27,4,20,4,15,0,0,"https://img.shields.io/badge/dependencies-4/15-green?style=flat"
"gbfs",8,41,8,36,8,36,0,0,"https://img.shields.io/badge/dependencies-8/36-orange?style=flat"
"GBJ",5,13,4,7,4,5,1,1,"https://img.shields.io/badge/dependencies-4/5-green?style=flat"
"gbm",4,13,3,5,1,2,26,32,"https://img.shields.io/badge/dependencies-1/2-green?style=flat"
"gbm2sas",1,14,1,6,1,3,0,0,"https://img.shields.io/badge/dependencies-1/3-green?style=flat"
"gbp",6,46,5,40,5,39,0,0,"https://img.shields.io/badge/dependencies-5/39-orange?style=flat"
"gbRd",1,1,0,0,0,0,1,201,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"gbs2ploidy",2,10,2,4,1,2,0,0,"https://img.shields.io/badge/dependencies-1/2-green?style=flat"
"gbts",5,26,5,18,5,14,0,0,"https://img.shields.io/badge/dependencies-5/14-orange?style=flat"
"gbutils",4,12,1,7,1,7,3,3,"https://img.shields.io/badge/dependencies-1/7-green?style=flat"
"GCAI.bias",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"GCalcium",4,30,2,24,2,24,0,0,"https://img.shields.io/badge/dependencies-2/24-green?style=flat"
"GCalignR",8,64,5,55,5,50,0,0,"https://img.shields.io/badge/dependencies-5/50-orange?style=flat"
"gCat",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"gcbd",6,25,6,19,4,17,0,0,"https://img.shields.io/badge/dependencies-4/17-green?style=flat"
"GCD",1,10,1,4,1,3,1,1,"https://img.shields.io/badge/dependencies-1/3-green?style=flat"
"gcdnet",2,8,1,2,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"gcerisk",4,56,3,48,2,42,0,0,"https://img.shields.io/badge/dependencies-2/42-green?style=flat"
"gcForest",5,64,4,57,4,54,0,0,"https://img.shields.io/badge/dependencies-4/54-green?style=flat"
"gcite",9,30,7,24,7,24,0,0,"https://img.shields.io/badge/dependencies-7/24-orange?style=flat"
"gcKrig",2,5,2,2,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"gclus",1,5,1,1,0,0,5,28,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"gcmr",11,75,7,65,6,57,0,0,"https://img.shields.io/badge/dependencies-6/57-orange?style=flat"
"gconcord",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"gcookbook",0,0,0,0,0,0,1,1,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"GCPM",4,5,2,2,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"GD",3,3,0,0,0,0,1,1,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"GDAdata",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"gdalcubes",4,6,4,4,4,4,0,0,"https://img.shields.io/badge/dependencies-4/4-green?style=flat"
"gdalUtilities",2,20,2,13,2,9,1,1,"https://img.shields.io/badge/dependencies-2/9-green?style=flat"
"gdalUtils",5,18,5,11,5,9,6,9,"https://img.shields.io/badge/dependencies-5/9-orange?style=flat"
"gdata",4,4,1,1,1,1,56,379,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"GDAtools",8,131,8,121,7,109,0,0,"https://img.shields.io/badge/dependencies-7/109-orange?style=flat"
"gDefrag",6,16,5,10,5,7,0,0,"https://img.shields.io/badge/dependencies-5/7-orange?style=flat"
"GDELTtools",3,6,2,3,2,3,0,0,"https://img.shields.io/badge/dependencies-2/3-green?style=flat"
"gdiff",5,12,2,8,2,8,0,0,"https://img.shields.io/badge/dependencies-2/8-green?style=flat"
"gdimap",9,64,8,56,8,54,0,0,"https://img.shields.io/badge/dependencies-8/54-orange?style=flat"
"GDINA",13,73,10,64,9,59,1,1,"https://img.shields.io/badge/dependencies-9/59-orange?style=flat"
"gdistance",6,14,4,8,3,6,14,17,"https://img.shields.io/badge/dependencies-3/6-green?style=flat"
"gdm",8,30,6,21,6,14,0,0,"https://img.shields.io/badge/dependencies-6/14-orange?style=flat"
"gdmp",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"gdns",6,16,5,11,5,11,0,0,"https://img.shields.io/badge/dependencies-5/11-orange?style=flat"
"gdpc",8,16,6,9,6,7,0,0,"https://img.shields.io/badge/dependencies-6/7-orange?style=flat"
"gds",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
